msec	Engine Speed(rpm)	Airflow Input(v)	Airflow Output(v)	Throttle Position(%)	Knock Sensor 1	Knock Sensor 2	I/J Input Duration	Ignition Timing	Charge Efficiency	Vehicle Speed Input	I/J Input Duty cycle	I/J Output Duty cycle	Airflow Adjustment(%)	Throttle Opening Rate	RPM Change Rate	REMOTE SWITCH	I/J Output Duration	I/J Adjustment Map(%)	Ignition Adjustment Map	
4040	835	1.18	1.18	0.0	0	0	2.5	6.0	21	0	1.7	1.7	0.0	0	1u	OFF	2.5	0.0	0.0	
4060	834	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	1u	OFF	2.5	0.0	0.0	
4080	831	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	-4u	OFF	2.6	0.0	0.0	
4100	827	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-3u	OFF	2.6	0.0	0.0	
4120	825	1.17	1.17	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-6u	OFF	2.6	0.0	0.0	
4140	825	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-6u	OFF	2.6	0.0	0.0	
4160	825	1.19	1.20	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	0u	OFF	2.6	0.0	0.0	
4180	828	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	3u	OFF	2.6	0.0	0.0	
4200	830	1.18	1.18	0.2	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	5u	OFF	2.6	0.0	0.0	
4220	830	1.16	1.16	0.2	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	2u	OFF	2.6	0.0	0.0	
4240	828	1.17	1.17	0.2	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	-2u	OFF	2.5	0.0	0.0	
4260	826	1.16	1.16	0.2	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	-2u	OFF	2.5	0.0	0.0	
4280	826	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	-4u	OFF	2.5	0.0	0.0	
4300	825	1.18	1.18	0.0	0	0	2.5	6.0	21	0	1.7	1.7	0.0	0	-1u	OFF	2.5	0.0	0.0	
4320	825	1.17	1.17	0.0	0	0	2.5	6.0	21	0	1.7	1.7	0.0	0	-1u	OFF	2.5	0.0	0.0	
4340	825	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	0u	OFF	2.5	0.0	0.0	
4360	824	1.17	1.17	0.0	0	0	2.5	6.0	21	0	1.7	1.7	0.0	0	-1u	OFF	2.5	0.0	0.0	
4380	824	1.17	1.17	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
4400	823	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-2u	OFF	2.6	0.0	0.0	
4420	823	1.17	1.17	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
4440	825	1.17	1.17	0.2	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
4460	827	1.17	1.17	0.2	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	4u	OFF	2.6	0.0	0.0	
4480	829	1.16	1.16	0.2	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
4500	829	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
4520	828	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	2u	OFF	2.5	0.0	0.0	
4540	826	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	-3u	OFF	2.5	0.0	0.0	
4560	825	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	-3u	OFF	2.5	0.0	0.0	
4580	826	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	-1u	OFF	2.5	0.0	0.0	
4600	827	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	2u	OFF	2.5	0.0	0.0	
4620	827	1.18	1.18	0.0	0	0	2.5	6.0	21	0	1.7	1.7	0.0	0	1u	OFF	2.5	0.0	0.0	
4640	827	1.18	1.18	0.0	0	0	2.5	6.0	21	0	1.7	1.7	0.0	0	1u	OFF	2.5	0.0	0.0	
4660	826	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
4680	827	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
4700	827	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
4720	828	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
4740	828	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	1u	OFF	2.6	0.0	0.0	
4760	826	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-2u	OFF	2.6	0.0	0.0	
4780	825	1.17	1.17	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-3u	OFF	2.6	0.0	0.0	
4800	825	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-3u	OFF	2.6	0.0	0.0	
4820	825	1.17	1.17	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
4840	826	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	1u	OFF	2.6	0.0	0.0	
4860	828	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	3u	OFF	2.6	0.0	0.0	
4880	829	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
4900	830	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
4920	830	1.16	1.16	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	1u	OFF	2.5	0.0	0.0	
4940	829	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	1u	OFF	2.5	0.0	0.0	
4960	828	1.16	1.16	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	-2u	OFF	2.5	0.0	0.0	
4980	829	1.18	1.18	0.0	0	0	2.5	6.0	21	0	1.7	1.7	0.0	0	-1u	OFF	2.5	0.0	0.0	
5000	830	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	1u	OFF	2.5	0.0	0.0	
5020	830	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	1u	OFF	2.5	0.0	0.0	
5040	830	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	0u	OFF	2.5	0.0	0.0	
5060	827	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-3u	OFF	2.6	0.0	0.0	
5080	825	1.17	1.17	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-5u	OFF	2.6	0.0	0.0	
5100	824	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-2u	OFF	2.6	0.0	0.0	
5120	825	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
5140	824	1.17	1.17	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	1u	OFF	2.6	0.0	0.0	
5160	824	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
5180	823	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
5200	820	1.18	1.18	0.0	0	0	2.5	6.0	21	0	1.7	1.7	0.0	0	-4u	OFF	2.5	0.0	0.0	
5220	818	1.17	1.17	0.0	0	0	2.5	6.0	21	0	1.7	1.7	0.0	0	-3u	OFF	2.5	0.0	0.0	
5240	818	1.16	1.16	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	-2u	OFF	2.5	0.0	0.0	
5260	818	1.16	1.16	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	0u	OFF	2.5	0.0	0.0	
5280	821	1.17	1.17	0.0	0	0	2.5	6.0	21	0	1.7	1.7	0.0	0	0u	OFF	2.5	0.0	0.0	
5300	819	1.18	1.18	0.0	0	0	2.5	6.0	21	0	1.7	1.7	0.0	0	0u	OFF	2.5	0.0	0.0	
5320	819	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	-2u	OFF	2.5	0.0	0.0	
5340	817	1.17	1.17	0.0	0	0	2.5	6.0	21	0	1.7	1.7	0.0	0	-4u	OFF	2.5	0.0	0.0	
5360	815	1.16	1.16	0.0	0	0	2.5	6.0	20	0	1.6	1.6	0.0	0	-4u	OFF	2.5	0.0	0.0	
5380	815	1.17	1.17	0.0	0	0	2.5	6.0	21	0	1.6	1.6	0.0	0	-2u	OFF	2.5	0.0	0.0	
5400	814	1.17	1.17	0.0	0	0	2.5	6.0	21	0	1.6	1.6	0.0	0	-1u	OFF	2.5	0.0	0.0	
5420	814	1.17	1.17	0.0	0	0	2.5	6.0	21	0	1.6	1.6	0.0	0	-1u	OFF	2.5	0.0	0.0	
5440	813	1.17	1.17	0.0	0	0	2.5	6.0	21	0	1.6	1.6	0.0	0	-2u	OFF	2.5	0.0	0.0	
5460	811	1.17	1.17	0.0	0	0	2.5	6.0	21	0	1.6	1.6	0.0	0	-3u	OFF	2.5	0.0	0.0	
5480	809	1.18	1.18	0.0	0	0	2.5	6.0	21	0	1.6	1.6	0.0	0	-2u	OFF	2.5	0.0	0.0	
5500	809	1.16	1.16	0.2	0	0	2.5	6.0	21	0	1.6	1.6	0.0	0	-2u	OFF	2.5	0.0	0.0	
5520	809	1.17	1.17	0.2	0	0	2.5	6.0	21	0	1.6	1.6	0.0	0	-2u	OFF	2.5	0.0	0.0	
5540	810	1.17	1.17	0.2	0	0	2.5	6.0	21	0	1.6	1.6	0.0	0	1u	OFF	2.5	0.0	0.0	
5560	811	1.18	1.18	0.0	0	0	2.5	6.0	21	0	1.6	1.6	0.0	0	2u	OFF	2.5	0.0	0.0	
5580	811	1.16	1.16	0.0	0	0	2.5	6.0	21	0	1.6	1.6	0.0	0	1u	OFF	2.5	0.0	0.0	
5600	809	1.17	1.17	0.0	0	0	2.5	6.0	21	0	1.6	1.6	0.0	0	0u	OFF	2.5	0.0	0.0	
5620	809	1.25	1.25	0.0	0	0	2.6	6.0	25	0	1.7	1.7	0.0	0	-2u	OFF	2.6	0.0	0.0	
5640	808	1.17	1.17	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
5660	809	1.17	1.17	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
5680	812	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	4u	OFF	2.6	0.0	0.0	
5700	814	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	3u	OFF	2.6	0.0	0.0	
5720	816	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
5740	816	1.17	1.17	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	4u	OFF	2.6	0.0	0.0	
5760	816	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
5780	816	1.17	1.17	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	0u	OFF	2.6	0.0	0.0	
5800	816	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	0u	OFF	2.6	0.0	0.0	
5820	817	1.17	1.17	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	0u	OFF	2.6	0.0	0.0	
5840	817	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	1u	OFF	2.6	0.0	0.0	
5860	817	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	0u	OFF	2.6	0.0	0.0	
5880	824	1.17	1.17	0.2	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	0u	OFF	2.6	0.0	0.0	
5900	826	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
5920	826	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
5940	828	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
5960	830	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	4u	OFF	2.6	0.0	0.0	
5980	832	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	2u	OFF	2.6	0.0	0.0	
6000	832	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	2u	OFF	2.6	0.0	0.0	
6020	832	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	2u	OFF	2.6	0.0	0.0	
6040	832	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.8	1.8	0.0	0	0u	OFF	2.6	0.0	0.0	
6060	832	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	0u	OFF	2.6	0.0	0.0	
6080	833	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	1u	OFF	2.6	0.0	0.0	
6100	834	1.18	1.18	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	2u	OFF	2.6	0.0	0.0	
6120	836	1.18	1.18	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	1u	OFF	2.6	0.0	0.0	
6140	837	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	3u	OFF	2.6	0.0	0.0	
6160	837	1.18	1.18	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	1u	OFF	2.6	0.0	0.0	
6180	835	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	-2u	OFF	2.6	0.0	0.0	
6200	833	1.18	1.18	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	-4u	OFF	2.6	0.0	0.0	
6220	832	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	-3u	OFF	2.6	0.0	0.0	
6240	835	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	-1u	OFF	2.6	0.0	0.0	
6260	837	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	5u	OFF	2.6	0.0	0.0	
6280	837	1.18	1.18	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	2u	OFF	2.6	0.0	0.0	
6300	838	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	3u	OFF	2.6	0.0	0.0	
6320	836	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	-2u	OFF	2.6	0.0	0.0	
6340	834	1.18	1.18	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	-4u	OFF	2.6	0.0	0.0	
6360	832	1.17	1.17	0.2	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	-4u	OFF	2.6	0.0	0.0	
6380	834	1.16	1.16	0.2	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	-4u	OFF	2.6	0.0	0.0	
6400	834	1.19	1.20	0.2	0	0	2.6	6.0	21	0	1.8	1.8	0.0	0	2u	OFF	2.6	0.0	0.0	
6420	835	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	1u	OFF	2.6	0.0	0.0	
6440	835	1.16	1.16	0.2	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	1u	OFF	2.6	0.0	0.0	
6460	831	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	0u	OFF	2.6	0.0	0.0	
6480	828	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-6u	OFF	2.6	0.0	0.0	
6500	828	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-3u	OFF	2.6	0.0	0.0	
6520	831	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	3u	OFF	2.6	0.0	0.0	
6540	833	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	5u	OFF	2.6	0.0	0.0	
6560	835	1.17	1.17	0.2	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	2u	OFF	2.6	0.0	0.0	
6580	835	1.17	1.17	0.2	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	2u	OFF	2.6	0.0	0.0	
6600	835	1.18	1.18	0.2	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	2u	OFF	2.6	0.0	0.0	
6620	834	1.17	1.17	0.2	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	-1u	OFF	2.6	0.0	0.0	
6640	832	1.16	1.16	0.2	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	-3u	OFF	2.6	0.0	0.0	
6660	832	1.17	1.17	0.2	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	-2u	OFF	2.6	0.0	0.0	
6680	832	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	0u	OFF	2.6	0.0	0.0	
6700	832	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.8	1.8	0.0	0	0u	OFF	2.6	0.0	0.0	
6720	831	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.8	1.8	0.0	0	-1u	OFF	2.6	0.0	0.0	
6740	829	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-3u	OFF	2.6	0.0	0.0	
6760	826	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-2u	OFF	2.6	0.0	0.0	
6780	825	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-3u	OFF	2.6	0.0	0.0	
6800	825	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-4u	OFF	2.6	0.0	0.0	
6820	826	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
6840	828	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	3u	OFF	2.6	0.0	0.0	
6860	828	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
6880	826	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	0u	OFF	2.6	0.0	0.0	
6900	826	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-2u	OFF	2.6	0.0	0.0	
6920	823	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-5u	OFF	2.6	0.0	0.0	
6940	822	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-4u	OFF	2.6	0.0	0.0	
6960	822	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
6980	822	1.17	1.17	0.2	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	0u	OFF	2.6	0.0	0.0	
7000	822	1.18	1.17	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	0u	OFF	2.6	0.0	0.0	
7020	821	1.17	1.17	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
7040	820	1.17	1.17	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-2u	OFF	2.6	0.0	0.0	
7060	820	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
7080	821	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	1u	OFF	2.6	0.0	0.0	
7100	821	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	1u	OFF	2.6	0.0	0.0	
7120	822	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
7140	823	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
7160	822	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	1u	OFF	2.6	0.0	0.0	
7180	821	1.15	1.15	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-2u	OFF	2.6	0.0	0.0	
7200	821	1.17	1.17	0.2	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-2u	OFF	2.6	0.0	0.0	
7220	819	1.18	1.18	0.2	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-2u	OFF	2.6	0.0	0.0	
7240	818	1.16	1.16	0.2	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-3u	OFF	2.6	0.0	0.0	
7260	820	1.17	1.17	0.2	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
7280	822	1.18	1.18	0.2	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	4u	OFF	2.6	0.0	0.0	
7300	823	1.16	1.16	0.2	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	3u	OFF	2.6	0.0	0.0	
7320	823	1.17	1.17	0.2	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	3u	OFF	2.6	0.0	0.0	
7340	822	1.19	1.20	0.0	0	0	2.5	6.0	21	0	1.7	1.7	0.0	0	-1u	OFF	2.5	0.0	0.0	
7360	821	1.15	1.15	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	-2u	OFF	2.5	0.0	0.0	
7380	820	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	-1u	OFF	2.5	0.0	0.0	
7400	821	1.17	1.17	0.0	0	0	2.5	6.0	21	0	1.7	1.7	0.0	0	-1u	OFF	2.5	0.0	0.0	
7420	821	1.10	1.10	0.0	0	0	2.5	6.0	18	0	1.7	1.7	0.0	0	-1u	OFF	2.5	0.0	0.0	
7440	822	1.16	1.16	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	2u	OFF	2.5	0.0	0.0	
7460	822	1.18	1.18	0.0	0	0	2.5	6.0	21	0	1.7	1.7	0.0	0	1u	OFF	2.5	0.0	0.0	
7480	819	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	-3u	OFF	2.5	0.0	0.0	
7500	817	1.17	1.17	0.2	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-5u	OFF	2.6	0.0	0.0	
7520	817	1.17	1.17	0.2	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-2u	OFF	2.6	0.0	0.0	
7540	817	1.17	1.17	0.2	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-2u	OFF	2.6	0.0	0.0	
7560	818	1.18	1.18	0.2	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	1u	OFF	2.6	0.0	0.0	
7580	819	1.17	1.17	0.2	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
7600	820	1.17	1.17	0.2	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
7620	819	1.17	1.17	0.2	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	1u	OFF	2.6	0.0	0.0	
7640	820	1.17	1.17	0.2	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
7660	820	1.15	1.15	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	1u	OFF	2.6	0.0	0.0	
7680	820	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	1u	OFF	2.6	0.0	0.0	
7700	823	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	3u	OFF	2.6	0.0	0.0	
7720	826	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	6u	OFF	2.6	0.0	0.0	
7740	828	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	3u	OFF	2.6	0.0	0.0	
7760	828	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	2u	OFF	2.6	0.0	0.0	
7780	827	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	-1u	OFF	2.5	0.0	0.0	
7800	827	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	-1u	OFF	2.5	0.0	0.0	
7820	827	1.17	1.17	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	0u	OFF	2.5	0.0	0.0	
7840	827	1.16	1.16	0.0	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	0u	OFF	2.5	0.0	0.0	
7860	827	1.18	1.18	0.2	0	0	2.5	6.0	21	0	1.7	1.7	0.0	0	0u	OFF	2.5	0.0	0.0	
7880	827	1.17	1.17	0.2	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	0u	OFF	2.5	0.0	0.0	
7900	826	1.17	1.17	0.2	0	0	2.5	6.0	20	0	1.7	1.7	0.0	0	-1u	OFF	2.5	0.0	0.0	
7920	824	1.17	1.17	0.2	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-3u	OFF	2.6	0.0	0.0	
7940	822	1.17	1.17	0.2	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-2u	OFF	2.6	0.0	0.0	
7960	821	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-3u	OFF	2.6	0.0	0.0	
7980	822	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
8000	822	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
8020	823	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	1u	OFF	2.6	0.0	0.0	
8040	823	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	1u	OFF	2.6	0.0	0.0	
8060	823	1.18	1.18	0.0	0	0	2.6	6.0	21	0	1.7	1.7	0.0	0	0u	OFF	2.6	0.0	0.0	
8080	822	1.17	1.17	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	0u	OFF	2.6	0.0	0.0	
8100	822	1.16	1.16	0.0	0	0	2.6	6.0	20	0	1.7	1.7	0.0	0	-1u	OFF	2.6	0.0	0.0	
